"SpeciesCode","ScientificName","CommonName","Family","SortSeq","synonymOf","GrowthHabitCode","Duration","Stabilizing","Invasive"
"NADEP","Nama densum var. parviflorum","leafy fiddleleaf","Hydrophyllaceae",99,,"5","Annual",0,0
"NAFU","Navarretia furnissii","Furniss' pincushionplant","Polemoniaceae",99,,"5","Annual",0,0
"NAGU","Najas guadalupensis","southern waternymph","Najadaceae",99,,"5","Annual",0,0
"NAGUG","Najas guadalupensis ssp. guadalupensis","southern waternymph","Najadaceae",99,,"5","Annual",0,0
"NAIN2","Navarretia intertexta","needleleaf navarretia","Polemoniaceae",99,,"5","Annual",0,0
"NAINP3","Navarretia intertexta ssp. propinqua","near navarretia","Polemoniaceae",99,,"5","Annual",0,0
"NAJAS","Najas","waternymph","Najadaceae",99,,,,0,0
"NALE","Navarretia leucocephala","whitehead navarretia","Polemoniaceae",99,,"5","Annual",0,0
"NALEM","Navarretia leucocephala ssp. minima","least navarretia","Polemoniaceae",99,,"5","Annual",0,0
"NAMA4","Nama","fiddleleaf","Hydrophyllaceae",99,,,,0,0
"NAOF","Nasturtium officinale","watercress","Brassicaceae",99,,"5","Perennial",0,0
"NASA3","Navarretia saximontana","Rocky Mountain Pincushion-Plant","Polemoniaceae",99,,"5","Annual",0,0
"NASSE","Nassella","needlegrass","Poaceae",99,,"6",,0,0
"NASTU2","Nasturtium","yellowcress","Brassicaceae",99,,,,0,0
"NAVAR","Navarretia","pincushionplant","Polemoniaceae",99,,,,0,0
"NAVI4","Nassella viridula","green needlegrass","Poaceae",99,,"6","Perennial",0,0
"NEBR","Nemophila breviflora","basin nemophila","Hydrophyllaceae",99,,"5","Annual",0,0
"NECA2","Nepeta cataria","catnip","Lamiaceae",99,,"5","Perennial",0,0
"NEGR3","Nepeta grandiflora","Caucasus catmint","Lamiaceae",99,,"5","Perennial",0,0
"NEHU2","Neotorularia humilis","low northern-rockcress","Brassicaceae",99,,"5","Perennial",0,0
"NEME","Nemophila menziesii","baby blue eyes","Hydrophyllaceae",99,,"5","Annual",0,0
"NEMEI","Nemophila menziesii var. integrifolia","baby blue eyes","Hydrophyllaceae",99,,"5","Annual",0,0
"NEMOP","Nemophila","baby blue eyes","Hydrophyllaceae",99,,,,0,0
"NEOTO","Neotorularia","northern rockcress","Brassicaceae",99,,,,0,0
"NEPET","Nepeta","catnip","Lamiaceae",99,,,,0,0
"NERA2","Nepeta racemosa","raceme catnip","Lamiaceae",99,,"5","Perennial",0,0
"NIAT","Nicotiana attenuata","coyote tobacco","Solanaceae",99,,"5","Annual",0,0
"NICOT","Nicotiana","tobacco","Solanaceae",99,,,,0,0
"NOCCA","Noccaea","pennycress","Brassicaceae",99,,,,0,0
"NOCU","Nothocalais cuspidata","prairie false dandelion","Asteraceae",99,,"5","Perennial",0,0
"NOFE3","Noccaea fendleri","Fendler's pennycress","Brassicaceae",99,,"5","Perennial",0,0
"NOFEG","Noccaea fendleri ssp. glauca","alpine pennycress","Brassicaceae",99,,"5","Perennial",0,0
"NONI","Nothocalais nigrescens","speckled false dandelion","Asteraceae",99,,"5","Perennial",0,0
"NOPA5","Noccaea parviflora","meadow pennycress","Brassicaceae",99,,"5","Perennial",0,0
"NOTHO5","Nothocalais","false dandelion","Asteraceae",99,,,,0,0
"NOTR2","Nothocalais troximoides","sagebrush false dandelion","Asteraceae",99,,"5","Perennial",0,0
"NULU","Nuphar lutea","yellow pond-lily","Nymphaeaceae",99,,"5","Perennial",0,0
"NULUP","Nuphar lutea ssp. polysepala","Rocky Mountain pond-lily","Nymphaeaceae",99,,"5","Perennial",0,0
"NUPHA","Nuphar","pond-lily","Nymphaeaceae",99,,,,0,0
"NUTE","Nuttallanthus texanus","Texas toadflax","Scrophulariaceae",99,,"5","Annual",0,0
"NUTTA","Nuttallanthus","toadflax","Scrophulariaceae",99,,,,0,0
"OEAL","Oenothera albicaulis","whitest evening primrose","Onagraceae",99,,"5","Annual",0,0
"OECA10","Oenothera caespitosa","tufted evening primrose","Onagraceae",99,,"5","Perennial",0,0
"OECA3","Oenothera canescens","spotted evening primrose","Onagraceae",99,,"5","Perennial",0,0
"OECAC2","Oenothera caespitosa ssp. caespitosa","tufted evening primrose","Onagraceae",99,,"5","Perennial",0,0
"OECAM3","Oenothera caespitosa ssp. macroglottis","tufted evening primrose","Onagraceae",99,,"5","Perennial",0,0
"OECAM4","Oenothera caespitosa ssp. marginata","tufted evening primrose","Onagraceae",99,,"5","Perennial",0,0
"OECO2","Oenothera coronopifolia","crownleaf evening primrose","Onagraceae",99,,"5","Perennial",0,0
"OEEL","Oenothera elata","Hooker's evening primrose","Onagraceae",99,,"5","Perennial",0,0
"OEELH","Oenothera elata ssp. hirsutissima","Hooker's evening primrose","Onagraceae",99,,"5","Perennial",0,0
"OEFL","Oenothera flava","yellow evening primrose","Onagraceae",99,,"5","Perennial",0,0
"OEFLF","Oenothera flava ssp. flava","yellow evening primrose","Onagraceae",99,,"5","Perennial",0,0
"OEHO2","Oenothera howardii","Howard's evening primrose","Onagraceae",99,,"5","Perennial",0,0
"OELA","Oenothera laciniata","cutleaf evening primrose","Onagraceae",99,,"5","Perennial",0,0
"OELA2","Oenothera latifolia","mountain evening primrose","Onagraceae",99,,"5","Perennial",0,0
"OEMA","Oenothera macrocarpa","bigfruit evening primrose","Onagraceae",99,,"5","Perennial",0,0
"OEMAM","Oenothera macrocarpa ssp. macrocarpa","bigfruit evening primrose","Onagraceae",99,,"5","Perennial",0,0
"OENOT","Oenothera","evening primrose","Onagraceae",99,,,,0,0
"OENOTAF","Oenothera","evening primrose (annual forb)","Onagraceae",99,,"5","Annual",0,0
"OENOTPF","Oenothera","evening primrose (perennial forb)","Onagraceae",99,,"5","Perennial",0,0
"OENU","Oenothera nuttallii","Nuttall's evening primrose","Onagraceae",99,,"5","Perennial",0,0
"OEPA","Oenothera pallida","pale evening primrose","Onagraceae",99,,"5","Perennial",0,0
"OEPAP","Oenothera pallida ssp. pallida","pale evening primrose","Onagraceae",99,,"5","Perennial",0,0
"OEPAT","Oenothera pallida ssp. trichocalyx","pale evening primrose","Onagraceae",99,,"5","Perennial",0,0
"OESU3","Oenothera suffrutescens","scarlet beeblossom","Onagraceae",99,,"5","Perennial",0,0
"OEVI","Oenothera villosa","hairy evening primrose","Onagraceae",99,,"5","Perennial",0,0
"OEVIS","Oenothera villosa ssp. strigosa","hairy evening primrose","Onagraceae",99,,"5","Perennial",0,0
"OEVIV","Oenothera villosa ssp. villosa","hairy evening primrose","Onagraceae",99,,"5","Perennial",0,0
"OLAL2","Oligoneuron album","prairie goldenrod","Asteraceae",99,,"5","Perennial",0,0
"OLIGO3","Oligoneuron","goldenrod","Asteraceae",99,,,,0,0
"OLRI","Oligoneuron rigidum","stiff goldenrod","Asteraceae",99,,"5","Perennial",0,0
"OLRIH","Oligoneuron rigidum var. humile","stiff goldenrod","Asteraceae",99,,"5","Perennial",0,0
"ONAC","Onopordum acanthium","Scotch cottonthistle","Asteraceae",99,,"5","Annual",0,0
"ONBE","Onosmodium bejariense","soft-hair marbleseed","Boraginaceae",99,,"5","Perennial",0,0
"ONBEO","Onosmodium bejariense var. occidentale","western marbleseed","Boraginaceae",99,,"5","Perennial",0,0
"ONOBR","Onobrychis","sainfoin","Fabaceae",99,,,,0,0
"ONOCL","Onoclea","sensitive fern","Dryopteridaceae",99,,,,0,0
"ONOPO","Onopordum","cottonthistle","Asteraceae",99,,,,0,0
"ONOSM","Onosmodium","marbleseed","Boraginaceae",99,,,,0,0
"ONSE","Onoclea sensibilis","sensitive fern","Dryopteridaceae",99,,"5","Perennial",0,0
"ONVI","Onobrychis viciifolia","sainfoin","Fabaceae",99,,"5","Perennial",0,0
"OOFO","Oonopsis foliosa","leafy false goldenweed","Asteraceae",99,,"3","Perennial",0,0
"OOFOF","Oonopsis foliosa var. foliosa","leafy false goldenweed","Asteraceae",99,,"3","Perennial",0,0
"OOMU","Oonopsis multicaulis","branched false goldenweed","Asteraceae",99,,"3","Perennial",0,0
"OONOP","Oonopsis","false goldenweed","Asteraceae",99,,,,0,0
"OOWA","Oonopsis wardii","Ward's false goldenweed","Asteraceae",99,,"3","Perennial",0,0
"OPFR","Opuntia fragilis","brittle pricklypear","Cactaceae",99,,"4","Perennial",0,0
"OPHIO","Ophioglossum","adderstongue","Ophioglossaceae",99,,,,0,0
"OPMA2","Opuntia macrorhiza","twistspine pricklypear","Cactaceae",99,,"4","Perennial",0,0
"OPMAM3","Opuntia macrorhiza var. macrorhiza","twistspine pricklypear","Cactaceae",99,,"4","Perennial",0,0
"OPPO","Opuntia polyacantha","plains pricklypear","Cactaceae",99,,"4","Perennial",0,0
"OPPOP","Opuntia polyacantha var. polyacantha","hairspine pricklypear","Cactaceae",99,,"4","Perennial",0,0
"OPPU3","Ophioglossum pusillum","northern adderstongue","Ophioglossaceae",99,,"5","Perennial",0,0
"OPUNT","Opuntia","pricklypear","Cactaceae",99,,"4",,0,0
"ORAL","Oreoxis alpina","alpine oreoxis","Apiaceae",99,,"5","Perennial",0,0
"ORAL4","Oreostemma alpigenum","tundra aster","Asteraceae",99,,"5","Perennial",0,0
"ORALA","Oreoxis alpina ssp. alpina","alpine oreoxis","Apiaceae",99,,"5","Perennial",0,0
"ORALH","Oreostemma alpigenum var. haydenii","tundra aster","Asteraceae",99,,"5","Perennial",0,0
"ORAS","Oryzopsis asperifolia","roughleaf ricegrass","Poaceae",99,,"6","Perennial",0,0
"ORCO5","Orobanche corymbosa","flat-top broomrape","Orobanchaceae",99,,"5","Annual",0,0
"ORCOC3","Orobanche corymbosa ssp. corymbosa","flat-top broomrape","Orobanchaceae",99,,"5","Annual",0,0
"OREOC","Oreochrysum","goldenrod","Asteraceae",99,,,,0,0
"OREOS","Oreostemma","aster","Asteraceae",99,,,,0,0
"OREOX","Oreoxis","oreoxis","Apiaceae",99,,,,0,0
"ORFA","Orobanche fasciculata","clustered broomrape","Orobanchaceae",99,,"5","Annual",0,0
"ORLI","Orogenia linearifolia","Great Basin Indian potato","Apiaceae",99,,"5","Perennial",0,0
"ORLU","Orobanche ludoviciana","Louisiana broomrape","Orobanchaceae",99,,"5","Annual",0,0
"ORLU2","Orthocarpus luteus","yellow owl's-clover","Scrophulariaceae",99,,"5","Annual",0,0
"ORLUL2","Orobanche ludoviciana ssp. ludoviciana","Louisiana broomrape","Orobanchaceae",99,,"5","Annual",0,0
"ORLUM","Orobanche ludoviciana ssp. multiflora","manyflower broomrape","Orobanchaceae",99,,"5","Annual",0,0
"OROBA","Orobanche","broomrape","Orobanchaceae",99,,,,0,0
"OROGE","Orogenia","Indian potato","Apiaceae",99,,,,0,0
"ORPA3","Oreochrysum parryi","Parry's goldenrod","Asteraceae",99,,"5","Perennial",0,0
"ORSE","Orthilia secunda","sidebells wintergreen","Pyrolaceae",99,,"3","Perennial",0,0
"ORTE2","Orthocarpus tenuifolius","thinleaved owl's-clover","Scrophulariaceae",99,,"5","Annual",0,0
"ORTHI","Orthilia","orthilia","Pyrolaceae",99,,,,0,0
"ORTHO","Orthocarpus","owl's-clover","Scrophulariaceae",99,,,,0,0
"ORTO","Orthocarpus tolmiei","Tolmie's owl's-clover","Scrophulariaceae",99,,"5","Annual",0,0
"ORTOT","Orthocarpus tolmiei ssp. tolmiei","Tolmie's owl's-clover","Scrophulariaceae",99,,"5","Annual",0,0
"ORUN","Orobanche uniflora","oneflowered broomrape","Orobanchaceae",99,,"5","Annual",0,0
"ORYZO","Oryzopsis","ricegrass","Poaceae",99,,"6",,0,0
"OSBE","Osmorhiza berteroi","sweetcicely","Apiaceae",99,,"5","Perennial",0,0
"OSDE","Osmorhiza depauperata","bluntseed sweetroot","Apiaceae",99,,"5","Perennial",0,0
"OSLO","Osmorhiza longistylis","longstyle sweetroot","Apiaceae",99,,"5","Perennial",0,0
"OSMOR","Osmorhiza","sweetroot","Apiaceae",99,,,,0,0
"OSOC","Osmorhiza occidentalis","western sweetroot","Apiaceae",99,,"5","Perennial",0,0
"OSTRY","Ostrya","hophornbeam","Betulaceae",99,,,,0,0
"OSVI","Ostrya virginiana","hophornbeam","Betulaceae",99,,"1","Perennial",0,0
"OXAL","Oxalis albicans","radishroot woodsorrel","Oxalidaceae",99,,"3","Perennial",0,0
"OXALA","Oxalis albicans ssp. albicans","radishroot woodsorrel","Oxalidaceae",99,,"3","Perennial",0,0
"OXALI","Oxalis","woodsorrel","Oxalidaceae",99,,,,0,0
"OXBE2","Oxytropis besseyi","Bessey's locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXBEB","Oxytropis besseyi var. besseyi","Bessey's locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXBEF","Oxytropis besseyi var. fallax","Bessey's locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXBEO","Oxytropis besseyi var. obnapiformis","Bessey's locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXBEV","Oxytropis besseyi var. ventosa","Bessey's locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXBO","Oxytropis borealis","boreal locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXBOV","Oxytropis borealis var. viscida","viscid locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXCA4","Oxytropis campestris","field locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXCAC3","Oxytropis campestris var. cusickii","Cusick's locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXCAS3","Oxytropis campestris var. spicata","field locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXCO","Oxalis corniculata","creeping woodsorrel","Oxalidaceae",99,,"5","Perennial",0,0
"OXDE","Oxytheca dendroidea","narrowleaf oxytheca","Polygonaceae",99,,"5","Annual",0,0
"OXDE2","Oxytropis deflexa","nodding locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXDEF","Oxytropis deflexa var. foliolosa","nodding locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXDES","Oxytropis deflexa var. sericea","blue nodding locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXDI2","Oxalis dillenii","slender yellow woodsorrel","Oxalidaceae",99,,"5","Perennial",0,0
"OXDI3","Oxyria digyna","alpine mountainsorrel","Polygonaceae",99,,"5","Perennial",0,0
"OXFE","Oxypolis fendleri","Fendler's cowbane","Apiaceae",99,,"5","Perennial",0,0
"OXLA2","Oxytropis lagopus","haresfoot locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXLA3","Oxytropis lambertii","purple locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXLAA","Oxytropis lagopus var. atropurpurea","haresfoot locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXLAB","Oxytropis lambertii var. bigelovii","purple locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXLAL","Oxytropis lagopus var. lagopus","haresfoot locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXLAL2","Oxytropis lambertii var. lambertii","purple locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXMO2","Oxytropis monticola","yellowflower locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXMU","Oxytropis multiceps","Nuttall's oxytrope","Fabaceae",99,,"5","Perennial",0,0
"OXNA","Oxytropis nana","Wyoming locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXPA2","Oxytropis parryi","Parry's oxytrope","Fabaceae",99,,"5","Perennial",0,0
"OXPO","Oxytropis podocarpa","stalkpod locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXRI80","Oxytropis riparia","Oxus locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXSE","Oxytropis sericea","white locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXSES","Oxytropis sericea var. sericea","white locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXSES2","Oxytropis sericea var. speciosa","white locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXSP","Oxytropis splendens","showy locoweed","Fabaceae",99,,"5","Perennial",0,0
"OXST","Oxalis stricta","common yellow oxalis","Oxalidaceae",99,,"5","Perennial",0,0
"OXVI","Oxalis violacea","violet woodsorrel","Oxalidaceae",99,,"5","Perennial",0,0
"OXYPO","Oxypolis","cowbane","Apiaceae",99,,,,0,0
"OXYRI","Oxyria","mountainsorrel","Polygonaceae",99,,,,0,0
"OXYTH","Oxytheca","oxytheca","Polygonaceae",99,,,,0,0
"OXYTR","Oxytropis","locoweed","Fabaceae",99,,,,0,0
"OXYTRPF","Oxytropis","locoweed","Fabaceae",99,,"5","Perennial",0,0
"PAAL6","Parthenium alpinum","alpine feverfew","Asteraceae",99,,"5","Perennial",0,0
"PABR","Paeonia brownii","Brown's peony","Paeoniaceae",99,,"5","Perennial",0,0
"PACA15","Packera cana","woolly groundsel","Asteraceae",99,,"5","Perennial",0,0
"PACA6","Panicum capillare","witchgrass","Poaceae",99,,"6","Annual",0,0
"PACKE","Packera","ragwort","Asteraceae",99,,,,0,0
"PACR5","Packera crocata","saffron ragwort","Asteraceae",99,,"5","Perennial",0,0
"PADE22","Packera debilis","weak groundsel","Asteraceae",99,,"5","Perennial",0,0
"PADE4","Paronychia depressa","spreading nailwort","Caryophyllaceae",99,,"3","Perennial",0,0
"PADI11","Packera dimorphophylla","splitleaf groundsel","Asteraceae",99,,"5","Perennial",0,0
"PADID3","Packera dimorphophylla var. dimorphophylla","splitleaf groundsel","Asteraceae",99,,"5","Perennial",0,0
"PADIP2","Packera dimorphophylla var. paysonii","Payson's groundsel","Asteraceae",99,,"5","Perennial",0,0
"PAEON","Paeonia","peony","Paeoniaceae",99,,,,0,0
"PAFE4","Packera fendleri","Fendler's ragwort","Asteraceae",99,,"5","Perennial",0,0
"PAFI3","Parnassia fimbriata","fringed grass of Parnassus","Saxifragaceae",99,,"5","Perennial",0,0
"PAFIF","Parnassia fimbriata var. fimbriata","fringed grass of Parnassus","Saxifragaceae",99,,"5","Perennial",0,0
"PAIN11","Packera indecora","elegant groundsel","Asteraceae",99,,"5","Perennial",0,0
"PAJA","Paronychia jamesii","James' nailwort","Caryophyllaceae",99,,"3","Perennial",0,0
"PAKO3","Parnassia kotzebuei","Kotzebue's grass of Parnassus","Saxifragaceae",99,,"5","Perennial",0,0
"PALAF","Palafoxia","palafox","Asteraceae",99,,,,0,0
"PAMI2","Panicum miliaceum","proso millet","Poaceae",99,,"6","Annual",0,0
"PAMIM","Panicum miliaceum ssp. miliaceum","broomcorn millet","Poaceae",99,,"6","Annual",0,0
"PAMU11","Packera multilobata","lobeleaf groundsel","Asteraceae",99,,"5","Perennial",0,0
"PAMY","Paxistima myrsinites","Oregon boxleaf","Celastraceae",99,,"2","Perennial",0,0
"PANIC","Panicum","panicgrass","Poaceae",99,,"6",,0,0
"PANU5","Parrya nudicaulis","nakedstem wallflower","Brassicaceae",99,,"5","Perennial",0,0
"PAPA19","Packera pauciflora","alpine groundsel","Asteraceae",99,,"5","Perennial",0,0
"PAPA20","Packera paupercula","balsam groundsel","Asteraceae",99,,"5","Perennial",0,0
"PAPA8","Parnassia palustris","marsh grass of Parnassus","Saxifragaceae",99,,"5","Perennial",0,0
"PAPAM2","Parnassia palustris var. montanensis","mountain grass of Parnassus","Saxifragaceae",99,,"5","Perennial",0,0
"PAPAP2","Parnassia palustris var. parviflora","smallflower grass of Parnassus","Saxifragaceae",99,,"5","Perennial",0,0
"PAPAT","Parnassia palustris var. tenuis","marsh grass of Parnassus","Saxifragaceae",99,,"5","Perennial",0,0
"PAPAV","Papaver","poppy","Papaveraceae",99,,,,0,0
"PAPE5","Parietaria pensylvanica","Pennsylvania pellitory","Urticaceae",99,,"5","Annual",0,0
"PAPL12","Packera plattensis","prairie groundsel","Asteraceae",99,,"5","Perennial",0,0
"PAPS5","Packera pseudaurea","falsegold groundsel","Asteraceae",99,,"5","Perennial",0,0
"PAPSF","Packera pseudaurea var. flavula","falsegold groundsel","Asteraceae",99,,"5","Perennial",0,0
"PAPSP2","Packera pseudaurea var. pseudaurea","falsegold groundsel","Asteraceae",99,,"5","Perennial",0,0
"PAPU2","Paronychia pulvinata","Rocky Mountain nailwort","Caryophyllaceae",99,,"3","Perennial",0,0
"PARA11","Papaver radicatum","rooted poppy","Papaveraceae",99,,"5","Perennial",0,0
"PARAK","Papaver radicatum ssp. kluanense","rooted poppy","Papaveraceae",99,,"5","Perennial",0,0
"PARIE","Parietaria","pellitory","Urticaceae",99,,,,0,0
"PARNA","Parnassia","grass of Parnassus","Saxifragaceae",99,,,,0,0
"PARO","Palafoxia rosea","rosy palafox","Asteraceae",99,,"5","Annual",0,0
"PAROM","Palafoxia rosea var. macrolepis","rosy palafox","Asteraceae",99,,"5","Annual",0,0
"PARON","Paronychia","nailwort","Caryophyllaceae",99,,,,0,0
"PARRY","Parrya","parrya","Brassicaceae",99,,,,0,0
"PARTH2","Parthenium","feverfew","Asteraceae",99,,,,0,0
"PARTH3","Parthenocissus","creeper","Vitaceae",99,,,,0,0
"PASA2","Pastinaca sativa","wild parsnip","Apiaceae",99,,"5","Perennial",0,0
"PASCO","Pascopyrum","wheatgrass","Poaceae",99,,"6",,0,0
"PASE","Paronychia sessiliflora","creeping nailwort","Caryophyllaceae",99,,"3","Perennial",0,0
"PASM","Pascopyrum smithii","western wheatgrass","Poaceae",99,,"6","Perennial",0,0
"PASO2","Papaver somniferum","opium poppy","Papaveraceae",99,,"5","Annual",0,0
"PAST10","Packera streptanthifolia","Rocky Mountain groundsel","Asteraceae",99,,"5","Perennial",0,0
"PASTI","Pastinaca","parsnip","Apiaceae",99,,,,0,0
"PASU40","Packera subnuda","Buek's groundsel","Asteraceae",99,,"5","Perennial",0,0
"PATR7","Packera tridenticulata","threetooth ragwort","Asteraceae",99,,"5","Perennial",0,0
"PAVI2","Panicum virgatum","switchgrass","Poaceae",99,,"6","Perennial",0,0
"PAVI5","Parthenocissus vitacea","woodbine","Vitaceae",99,,"5","Perennial",0,0
"PAVIV","Panicum virgatum var. virgatum","switchgrass","Poaceae",99,,"6","Perennial",0,0
"PAWE4","Packera werneriifolia","hoary groundsel","Asteraceae",99,,"5","Perennial",0,0
"PAXIS","Paxistima","paxistima","Celastraceae",99,,,,0,0
"PEAB2","Penstemon absarokensis","Absaroka Range beardtongue","Scrophulariaceae",99,,"5","Perennial",0,0
"PEAC3","Penstemon acaulis","stemless beardtongue","Scrophulariaceae",99,,"3","Perennial",0,0
"PEAL2","Penstemon albidus","white penstemon","Scrophulariaceae",99,,"5","Perennial",0,0
"PEAM","Penstemon ambiguus","gilia beardtongue","Scrophulariaceae",99,,"3","Perennial",0,0
"PEAML2","Penstemon ambiguus var. laevissimus","pink plains beardtongue","Scrophulariaceae",99,,"3","Perennial",0,0
"PEAN","Pectis angustifolia","lemonscent","Asteraceae",99,,"5","Annual",0,0
"PEAN4","Penstemon angustifolius","broadbeard beardtongue","Scrophulariaceae",99,,"3","Perennial",0,0
